brand,model,variant,year,fuel_type,transmission,km_driven,engine_cc,mileage,ownership,location,seats,condition,insurance_valid,price
Hyundai,Creta,EX,2020,Petrol,Manual,84845,1497,15.6,3rd Owner,Surat,5,Fair,False,350000
Mercedes-Benz,GLC,GLC 300,2015,Petrol,Automatic,109013,1943,14.3,3rd Owner,Kochi,5,Good,False,1085000
Maruti Suzuki,Grand Vitara,Zeta,2019,Hybrid,Automatic,75972,1490,27.7,1st Owner,Delhi,5,Excellent,True,525000
MG,Hector,Shine,2024,Petrol,Manual,16159,2006,15.6,3rd Owner,Mumbai,5,Good,False,870000
Skoda,Kushaq,Active,2020,Petrol,Automatic,53022,1448,18.8,3rd Owner,Vadodara,5,Good,False,445000
Honda,WR-V,VX,2013,Petrol,Manual,95176,1548,16.3,2nd Owner,Jaipur,5,Fair,True,125000
MG,Astor,Style,2023,Petrol,Automatic,31297,1498,15.3,4+ Owners,Delhi,5,Excellent,True,565000
Tata,Punch,Pure,2017,CNG,Automatic,54346,1149,18.9,2nd Owner,Jaipur,5,Good,False,180000
Hyundai,Alcazar,Signature,2015,Petrol,Manual,140113,1493,16.9,1st Owner,Vadodara,7,Fair,False,350000
BMW,5 Series,530d M Sport,2018,Petrol,Automatic,91151,2045,16.0,3rd Owner,Vadodara,5,Good,True,1880000
Kia,Seltos,HTX,2019,Petrol,Manual,53555,1447,15.5,4+ Owners,Surat,5,Good,False,350000
Tata,Harrier,Pure,2018,Diesel,Manual,115090,2006,15.8,3rd Owner,Kochi,5,Excellent,True,470000
MG,Hector,Sharp Pro,2020,Petrol,Automatic,79465,1956,17.1,4+ Owners,Bengaluru,5,Good,False,495000
Renault,Triber,RXZ,2021,Petrol,Automatic,57789,999,20.0,2nd Owner,Chandigarh,7,Excellent,True,335000
Maruti Suzuki,Alto,Std,2021,CNG,Manual,53070,746,23.9,3rd Owner,Kochi,5,Good,False,140000
BMW,5 Series,530d M Sport,2021,Petrol,Automatic,39773,1995,18.3,4+ Owners,Lucknow,5,Fair,False,2000000
Toyota,Innova Crysta,GX,2019,Diesel,Automatic,50107,2393,13.9,4+ Owners,Kochi,7,Good,True,605000
Volkswagen,Virtus,Comfortline,2023,Petrol,Manual,32767,1498,19.1,3rd Owner,Jaipur,5,Good,True,640000
Toyota,Camry,2.5 Hybrid,2019,Hybrid,Automatic,45783,2487,20.1,1st Owner,Mumbai,5,Good,True,1895000
Mahindra,Scorpio-N,Z4,2023,Diesel,Manual,27214,2184,15.6,1st Owner,Surat,7,Poor,True,745000
BMW,X1,sDrive20i,2013,Petrol,Automatic,105949,2045,17.0,4+ Owners,Mumbai,5,Excellent,True,530000
BMW,3 Series,320d Luxury Line,2022,Diesel,Automatic,26717,1995,14.7,1st Owner,Hyderabad,5,Fair,False,2680000
Honda,City,ZX,2020,Petrol,Automatic,73534,1548,16.6,4+ Owners,Bengaluru,5,Fair,True,365000
Toyota,Fortuner,2.8 4x4 AT,2023,Diesel,Automatic,32076,2755,14.6,1st Owner,Hyderabad,7,Poor,False,1725000
Skoda,Slavia,Style,2014,Petrol,Automatic,109382,1548,19.6,4+ Owners,Jaipur,5,Excellent,False,350000
Volkswagen,Polo,Trendline,2024,Petrol,Automatic,18475,949,18.0,1st Owner,Kochi,5,Poor,True,400000
Honda,Civic,VX,2020,Diesel,Automatic,87881,1799,16.0,2nd Owner,Mumbai,5,Poor,False,525000
Hyundai,Creta,EX,2017,Petrol,Automatic,109512,1547,15.4,2nd Owner,Vadodara,5,Fair,False,350000
Mercedes-Benz,C-Class,C 220d,2019,Petrol,Automatic,58338,2043,15.5,4+ Owners,Chandigarh,5,Poor,False,1140000
Toyota,Camry,2.5 Hybrid,2013,Hybrid,Automatic,151019,2487,18.9,1st Owner,Hyderabad,5,Fair,True,670000
Maruti Suzuki,Baleno,Alpha,2017,Petrol,Automatic,60791,1197,24.2,2nd Owner,Hyderabad,5,Fair,True,190000
Audi,Q3,40 TFSI,2015,Diesel,Automatic,91090,1934,16.0,3rd Owner,Jaipur,5,Fair,True,690000
Maruti Suzuki,Ertiga,LXi,2024,CNG,Manual,13689,1412,19.1,1st Owner,Pune,7,Excellent,False,765000
Mahindra,Bolero,B6,2024,Diesel,Manual,19816,1543,17.1,3rd Owner,Hyderabad,7,Fair,True,500000
Mahindra,Thar,AX(O),2017,Diesel,Automatic,90815,2184,15.2,4+ Owners,Lucknow,4,Excellent,False,350000
Skoda,Kushaq,Style,2024,Petrol,Manual,27141,1498,19.1,3rd Owner,Kochi,5,Excellent,True,770000
Mahindra,Bolero,B6,2021,Diesel,Manual,59928,1443,15.6,1st Owner,Kochi,7,Poor,True,350000
Kia,Seltos,HTK,2017,Diesel,Automatic,109112,1497,17.8,4+ Owners,Bengaluru,5,Excellent,False,350000
Hyundai,Creta,SX,2016,Petrol,Automatic,81995,1497,17.7,4+ Owners,Jaipur,5,Good,False,350000
Maruti Suzuki,Dzire,LXi,2020,CNG,Automatic,63118,1147,24.9,4+ Owners,Chennai,5,Excellent,False,230000
Mahindra,XUV300,W6,2019,Petrol,Manual,63254,1497,20.8,4+ Owners,Vadodara,5,Poor,True,175000
Tata,Altroz,XZ+,2017,Petrol,Automatic,118447,1199,18.2,4+ Owners,Vadodara,5,Poor,True,120000
Hyundai,Alcazar,Prestige,2018,Petrol,Automatic,113209,1543,17.0,2nd Owner,Hyderabad,7,Poor,False,360000
Kia,Carens,Premium,2017,Diesel,Manual,76943,1547,16.0,3rd Owner,Kochi,7,Good,False,350000
Mercedes-Benz,C-Class,C 300d,2021,Petrol,Automatic,49235,2043,15.7,3rd Owner,Chandigarh,5,Poor,False,1725000
Mercedes-Benz,C-Class,C 200,2016,Diesel,Automatic,130706,2043,16.8,4+ Owners,Kolkata,5,Fair,False,800000
Kia,Seltos,X-Line,2024,Petrol,Manual,29520,1447,18.0,4+ Owners,Hyderabad,5,Poor,True,470000
Honda,Amaze,E,2024,Petrol,Manual,20723,1149,17.4,1st Owner,Lucknow,5,Poor,False,410000
Volkswagen,Taigun,Comfortline,2020,Petrol,Automatic,49095,1498,16.8,3rd Owner,Delhi,5,Fair,False,420000
Kia,Carens,Prestige,2013,Diesel,Manual,103008,1547,15.0,2nd Owner,Bengaluru,7,Excellent,True,350000
Renault,Kiger,RXE,2014,Petrol,Manual,150545,999,20.1,1st Owner,Ahmedabad,5,Excellent,True,135000
Mercedes-Benz,C-Class,C 220d,2014,Diesel,Automatic,156256,1993,17.5,1st Owner,Chennai,5,Good,True,1035000
Audi,A6,45 TFSI Premium Plus,2017,Petrol,Automatic,84856,1984,13.1,3rd Owner,Kochi,5,Poor,False,1115000
Skoda,Slavia,Style,2016,Petrol,Automatic,113521,1448,17.5,3rd Owner,Chandigarh,5,Fair,True,350000
Honda,Amaze,E,2020,Petrol,Automatic,58574,1149,17.6,1st Owner,Lucknow,5,Poor,True,255000
Maruti Suzuki,Ertiga,ZXi Plus,2013,Petrol,Automatic,170815,1462,20.9,2nd Owner,Kolkata,7,Good,False,135000
Honda,Civic,VX,2022,Diesel,Automatic,49673,1849,17.6,4+ Owners,Chennai,5,Excellent,False,810000
Mahindra,XUV300,W4,2015,Petrol,Manual,83426,1547,18.6,2nd Owner,Kochi,5,Excellent,False,185000
Toyota,Innova Crysta,ZX,2013,Diesel,Automatic,190045,2393,15.4,2nd Owner,Bengaluru,7,Fair,True,350000
Tata,Nexon,Pure,2016,Diesel,Manual,65192,1199,18.6,3rd Owner,Pune,5,Excellent,True,195000
BMW,3 Series,330i M Sport,2017,Diesel,Automatic,89959,2045,16.1,3rd Owner,Surat,5,Good,True,1200000
Honda,Amaze,E,2017,Petrol,Automatic,81057,1149,17.1,1st Owner,Pune,5,Good,True,230000
Mercedes-Benz,E-Class,E 200,2014,Petrol,Automatic,160809,2043,14.7,2nd Owner,Mumbai,5,Excellent,True,1250000
Volkswagen,Taigun,Highline,2014,Petrol,Automatic,134833,1498,16.8,1st Owner,Ahmedabad,5,Good,False,350000
Renault,Kwid,CLIMBER,2018,Petrol,Manual,74176,999,20.7,2nd Owner,Delhi,5,Poor,False,120000
Kia,Seltos,GTX+,2017,Diesel,Automatic,80618,1547,18.3,3rd Owner,Ahmedabad,5,Excellent,True,350000
Renault,Triber,RXE,2020,Petrol,Manual,35032,1049,19.7,3rd Owner,Pune,7,Good,False,220000
Tata,Tiago,XE,2014,CNG,Manual,139054,1149,19.5,3rd Owner,Hyderabad,5,Good,True,120000
Hyundai,Verna,S+,2023,Petrol,Automatic,45396,1547,17.5,4+ Owners,Chandigarh,5,Good,False,545000
Toyota,Innova Crysta,GX,2014,Diesel,Automatic,140010,2393,16.0,2nd Owner,Surat,7,Excellent,False,380000
Volkswagen,Taigun,Comfortline,2019,Petrol,Automatic,64159,1448,18.6,4+ Owners,Pune,5,Excellent,False,380000
Maruti Suzuki,Brezza,ZXi,2020,CNG,Automatic,59963,1512,19.3,3rd Owner,Surat,5,Good,True,370000
Mahindra,XUV300,W8(O),2015,Diesel,Manual,73555,1497,19.7,2nd Owner,Vadodara,5,Good,False,170000
Honda,WR-V,VX,2014,Diesel,Manual,102088,1448,18.6,1st Owner,Kochi,5,Excellent,True,185000
Mercedes-Benz,GLC,GLC 300,2015,Diesel,Automatic,99745,1943,15.0,3rd Owner,Bengaluru,5,Excellent,True,1255000
Tata,Punch,Adventure,2017,Petrol,Automatic,75990,1149,20.3,4+ Owners,Ahmedabad,5,Good,False,135000
Kia,Sonet,HTE,2017,Diesel,Manual,110321,1147,17.5,4+ Owners,Lucknow,5,Fair,True,135000
Honda,City,V,2024,Petrol,Manual,22122,1448,17.9,2nd Owner,Bengaluru,5,Good,False,860000
Hyundai,Creta,SX(O),2016,Diesel,Manual,70539,1447,18.1,2nd Owner,Kolkata,5,Poor,True,350000
Toyota,Camry,2.5 Hybrid,2023,Hybrid,Automatic,44440,2487,20.2,4+ Owners,Chennai,5,Good,False,2035000
Renault,Triber,LXL,2020,Petrol,Manual,65617,949,18.8,4+ Owners,Vadodara,7,Good,True,205000
Honda,Amaze,S,2014,Petrol,Automatic,125182,1199,18.0,2nd Owner,Surat,5,Excellent,False,135000
Audi,A6,45 TFSI Premium Plus,2024,Petrol,Automatic,21454,1984,14.6,4+ Owners,Jaipur,5,Fair,False,3100000
Mercedes-Benz,C-Class,C 200,2024,Petrol,Automatic,20528,2043,18.3,3rd Owner,Ahmedabad,5,Excellent,False,3540000
Mahindra,Thar,LX Diesel AT,2021,Diesel,Manual,41185,2184,15.6,2nd Owner,Bengaluru,4,Fair,True,530000
Tata,Harrier,Pure,2020,Diesel,Automatic,59548,1956,15.8,3rd Owner,Pune,5,Poor,False,470000
Skoda,Kushaq,Style,2020,Petrol,Manual,72087,1548,17.5,2nd Owner,Ahmedabad,5,Good,False,465000
Maruti Suzuki,Ertiga,ZXi Plus,2015,Petrol,Automatic,111006,1512,19.0,1st Owner,Chandigarh,7,Fair,True,205000
Mahindra,Scorpio-N,Z8,2024,Diesel,Manual,17397,2184,15.2,2nd Owner,Pune,7,Excellent,True,1115000
Honda,Civic,ZX,2014,Diesel,Automatic,82796,1799,17.5,4+ Owners,Surat,5,Excellent,False,350000
Skoda,Octavia,L&K,2017,Petrol,Automatic,64042,2034,15.4,4+ Owners,Lucknow,5,Fair,False,505000
Kia,Sonet,HTK,2023,Diesel,Manual,34963,1197,18.9,1st Owner,Jaipur,5,Fair,True,520000
Tata,Safari,Accomplished,2024,Diesel,Manual,16832,1956,15.8,4+ Owners,Vadodara,7,Poor,True,710000
Honda,WR-V,VX,2019,Petrol,Manual,45919,1548,16.7,3rd Owner,Ahmedabad,5,Good,True,270000
Volkswagen,Polo,GT TSI,2023,Petrol,Manual,41600,1049,19.1,1st Owner,Jaipur,5,Good,True,460000
Kia,Sonet,GTX+,2022,Diesel,Manual,29442,1197,18.4,4+ Owners,Pune,5,Good,False,335000
Mercedes-Benz,C-Class,C 200,2020,Petrol,Automatic,57079,2043,17.8,4+ Owners,Ahmedabad,5,Excellent,False,1855000
MG,Astor,Style,2023,Petrol,Manual,22763,1548,14.7,3rd Owner,Vadodara,5,Poor,True,425000
Kia,Carens,Luxury Plus,2013,Diesel,Automatic,120922,1447,17.3,4+ Owners,Kochi,7,Good,True,350000
Mercedes-Benz,GLC,GLC 220d,2021,Petrol,Automatic,68146,2043,13.7,3rd Owner,Kochi,5,Good,True,2580000
Volkswagen,Polo,Trendline,2021,Petrol,Automatic,50306,999,18.5,2nd Owner,Mumbai,5,Good,True,345000
Hyundai,Alcazar,Prestige,2018,Diesel,Manual,63424,1493,18.9,4+ Owners,Kolkata,7,Excellent,False,395000
Hyundai,Grand i10 Nios,Sportz,2021,CNG,Manual,32187,1197,22.2,2nd Owner,Chennai,5,Good,False,275000
Honda,City,ZX,2015,Petrol,Automatic,160926,1498,17.7,1st Owner,Ahmedabad,5,Poor,False,350000
MG,Hector,Smart,2023,Petrol,Manual,36795,2006,17.1,2nd Owner,Lucknow,5,Excellent,False,870000
Volkswagen,Virtus,Comfortline,2020,Petrol,Manual,77412,1448,18.4,1st Owner,Hyderabad,5,Excellent,True,555000
Audi,A4,40 TFSI Technology,2015,Petrol,Automatic,159995,2034,18.7,2nd Owner,Vadodara,5,Fair,False,775000
Mahindra,Thar,LX Diesel AT,2013,Diesel,Manual,192284,2184,15.7,3rd Owner,Chandigarh,4,Good,False,350000
Hyundai,Creta,SX,2021,Petrol,Automatic,41505,1447,15.8,4+ Owners,Ahmedabad,5,Poor,True,350000
Maruti Suzuki,Ciaz,Delta,2013,Petrol,Manual,172105,1512,20.8,2nd Owner,Ahmedabad,5,Good,False,120000
Honda,WR-V,VX,2023,Petrol,Manual,38967,1548,18.5,4+ Owners,Mumbai,5,Excellent,True,415000
BMW,5 Series,520d Luxury Line,2017,Petrol,Automatic,88370,2045,16.0,1st Owner,Bengaluru,5,Good,False,1925000
Maruti Suzuki,Brezza,ZXi,2022,CNG,Automatic,27946,1512,19.4,4+ Owners,Mumbai,5,Good,False,385000
Mahindra,XUV700,AX5,2013,Diesel,Automatic,128307,2184,13.3,1st Owner,Surat,7,Poor,False,350000
Toyota,Fortuner,2.8 4x2 AT,2019,Diesel,Manual,57400,2755,15.3,4+ Owners,Kolkata,7,Good,False,870000
BMW,5 Series,530d M Sport,2015,Petrol,Automatic,110601,1945,17.0,4+ Owners,Chandigarh,5,Poor,False,735000
Tata,Harrier,Adventure,2022,Diesel,Manual,29667,1956,15.9,4+ Owners,Bengaluru,5,Good,False,680000
Tata,Nexon,Fearless,2019,Diesel,Manual,96718,1149,16.5,3rd Owner,Ahmedabad,5,Good,True,250000
Mercedes-Benz,GLC,GLC 300,2019,Diesel,Automatic,92784,1993,15.9,4+ Owners,Mumbai,5,Fair,True,1450000
Skoda,Slavia,Active,2021,Petrol,Manual,39198,1448,18.8,2nd Owner,Kochi,5,Excellent,True,600000
Kia,Seltos,HTE,2013,Petrol,Automatic,138175,1547,18.4,4+ Owners,Ahmedabad,5,Good,True,350000
Toyota,Innova Crysta,GX,2017,Diesel,Manual,96243,2393,13.7,4+ Owners,Pune,7,Good,False,380000
Renault,Kiger,RXZ,2019,Petrol,Automatic,74693,1049,20.0,2nd Owner,Chennai,5,Excellent,False,265000
BMW,X1,sDrive20d,2013,Petrol,Automatic,149537,1945,16.5,4+ Owners,Ahmedabad,5,Poor,True,365000
Toyota,Camry,2.5 Hybrid,2022,Hybrid,Automatic,55112,2487,18.0,1st Owner,Delhi,5,Poor,False,1945000
Maruti Suzuki,Grand Vitara,Alpha,2019,Petrol,Automatic,84082,1440,28.7,3rd Owner,Lucknow,5,Excellent,False,390000
Toyota,Camry,2.5 Hybrid,2014,Hybrid,Automatic,113528,2487,19.6,4+ Owners,Vadodara,5,Fair,False,525000
Maruti Suzuki,Grand Vitara,Alpha,2020,Petrol,Manual,47331,1490,26.6,4+ Owners,Delhi,5,Good,True,365000
Mahindra,Bolero,B6(O),2022,Diesel,Manual,61726,1443,15.1,1st Owner,Hyderabad,7,Fair,True,505000
Audi,A6,45 TFSI Technology,2020,Petrol,Automatic,66711,1984,12.7,4+ Owners,Lucknow,5,Good,True,1950000
Hyundai,Creta,SX,2019,Diesel,Manual,53896,1547,15.4,3rd Owner,Delhi,5,Poor,True,350000
Tata,Altroz,XZ+,2018,Petrol,Automatic,96371,1149,20.7,1st Owner,Chandigarh,5,Excellent,False,255000
Mahindra,Scorpio-N,Z8L,2024,Petrol,Manual,25919,2184,13.8,4+ Owners,Vadodara,7,Fair,True,720000
Hyundai,Venue,E,2023,Diesel,Automatic,14960,1197,16.0,2nd Owner,Lucknow,5,Excellent,False,565000
Toyota,Fortuner,2.8 4x4 AT,2013,Petrol,Manual,113281,2755,15.1,1st Owner,Vadodara,7,Good,False,560000
Tata,Tiago,XE,2016,Electric,Automatic,151662,1249,21.3,1st Owner,Vadodara,5,Poor,True,120000
Mahindra,XUV700,AX7L,2024,Diesel,Manual,25148,2184,14.6,2nd Owner,Lucknow,7,Good,True,1095000
Kia,Seltos,HTK,2013,Petrol,Automatic,142201,1447,17.0,1st Owner,Kochi,5,Poor,False,350000
BMW,X1,sDrive20i,2013,Petrol,Automatic,100530,2045,17.3,3rd Owner,Lucknow,5,Good,True,580000
MG,Hector,Sharp Pro,2019,Petrol,Manual,85251,1956,16.0,1st Owner,Pune,5,Good,False,545000
MG,Hector,Style,2022,Diesel,Manual,46799,2006,16.3,2nd Owner,Bengaluru,5,Excellent,False,775000
Volkswagen,Polo,Trendline,2020,Petrol,Automatic,72281,999,18.1,1st Owner,Lucknow,5,Good,True,305000
Mercedes-Benz,C-Class,C 200,2019,Petrol,Automatic,70426,1993,18.0,4+ Owners,Kochi,5,Poor,False,1045000
Kia,Seltos,HTK,2018,Diesel,Manual,95418,1447,15.9,4+ Owners,Delhi,5,Fair,True,350000
Volkswagen,Polo,GT TSI,2013,Petrol,Automatic,190671,949,17.7,1st Owner,Ahmedabad,5,Good,True,120000
Honda,Civic,V,2018,Petrol,Automatic,115021,1849,16.9,3rd Owner,Lucknow,5,Excellent,True,495000
Honda,City,ZX,2014,Petrol,Manual,115116,1448,17.4,1st Owner,Chandigarh,5,Fair,False,350000
Honda,Civic,VX,2022,Diesel,Automatic,36992,1849,16.9,2nd Owner,Ahmedabad,5,Excellent,True,1095000
Skoda,Kushaq,Active,2015,Petrol,Automatic,155684,1548,17.4,3rd Owner,Vadodara,5,Good,True,350000
BMW,X1,sDrive20i,2024,Diesel,Automatic,23794,1945,15.2,1st Owner,Vadodara,5,Excellent,False,3460000
Mahindra,Bolero,B4,2017,Diesel,Manual,115361,1443,17.1,3rd Owner,Bengaluru,7,Excellent,False,220000
Maruti Suzuki,Wagon R,ZXi,2019,CNG,Manual,71606,948,26.1,2nd Owner,Chennai,5,Poor,True,140000
Toyota,Camry,2.5 Hybrid,2019,Hybrid,Automatic,56252,2487,18.7,1st Owner,Pune,5,Fair,True,1630000
Honda,City,V,2020,Petrol,Manual,81741,1448,17.2,1st Owner,Pune,5,Poor,True,395000
Tata,Harrier,Adventure,2014,Diesel,Manual,137203,1956,17.0,1st Owner,Surat,5,Poor,False,350000
Mahindra,XUV700,MX,2023,Diesel,Automatic,21904,2184,14.7,1st Owner,Chandigarh,7,Excellent,False,1210000
BMW,5 Series,530d M Sport,2022,Petrol,Automatic,47994,1945,17.6,2nd Owner,Pune,5,Poor,False,2535000
Skoda,Kushaq,Monte Carlo,2021,Petrol,Automatic,65200,1448,19.3,4+ Owners,Lucknow,5,Poor,True,350000
Honda,City,ZX,2014,Petrol,Manual,78912,1498,17.8,2nd Owner,Hyderabad,5,Good,False,350000
MG,Hector,Shine,2022,Diesel,Automatic,37630,1906,16.9,2nd Owner,Pune,5,Good,True,890000
Mercedes-Benz,E-Class,E 200,2022,Petrol,Automatic,38029,1993,16.3,2nd Owner,Hyderabad,5,Fair,True,3360000
Honda,Amaze,E,2022,Petrol,Automatic,21077,1199,19.0,2nd Owner,Kochi,5,Good,False,400000
Honda,WR-V,VX,2023,Petrol,Manual,22361,1498,18.5,1st Owner,Pune,5,Fair,False,505000
Kia,Seltos,GTX+,2018,Diesel,Manual,74063,1447,15.6,4+ Owners,Kochi,5,Fair,True,350000
Tata,Punch,Creative,2023,Petrol,Manual,45581,1199,19.9,2nd Owner,Delhi,5,Poor,True,300000
Kia,Sonet,GTX+,2013,Diesel,Manual,124070,1147,17.6,1st Owner,Pune,5,Fair,True,125000
Mercedes-Benz,E-Class,E 220d,2023,Diesel,Automatic,23593,2043,14.4,1st Owner,Bengaluru,5,Poor,False,3510000
MG,Astor,Sharp,2018,Petrol,Automatic,110317,1448,14.4,1st Owner,Lucknow,5,Poor,True,350000
Maruti Suzuki,Dzire,ZXi Plus,2016,CNG,Automatic,105724,1247,22.8,4+ Owners,Chennai,5,Fair,False,120000
Honda,City,ZX,2016,Hybrid,Automatic,72891,1548,19.0,4+ Owners,Mumbai,5,Fair,False,350000
Toyota,Innova Crysta,GX,2019,Diesel,Automatic,64911,2393,14.0,2nd Owner,Chandigarh,7,Fair,False,625000
Hyundai,i20,Magna,2023,Petrol,Automatic,33730,1147,19.6,1st Owner,Surat,5,Excellent,True,600000
Kia,Carens,Prestige,2015,Petrol,Automatic,156612,1447,17.5,2nd Owner,Pune,7,Poor,False,350000
BMW,5 Series,520d Luxury Line,2021,Petrol,Automatic,50171,2045,17.8,4+ Owners,Mumbai,5,Fair,False,1955000
Skoda,Slavia,Ambition,2024,Petrol,Manual,22431,1498,17.9,3rd Owner,Ahmedabad,5,Excellent,False,725000
MG,Astor,Smart,2022,Petrol,Manual,59447,1448,15.9,4+ Owners,Bengaluru,5,Good,False,420000
Maruti Suzuki,Ciaz,Sigma,2022,Petrol,Automatic,31774,1462,18.9,1st Owner,Ahmedabad,5,Fair,False,530000
BMW,5 Series,530d M Sport,2017,Diesel,Automatic,133606,1995,16.9,3rd Owner,Kolkata,5,Fair,True,1375000
Tata,Harrier,Fearless,2019,Diesel,Manual,39640,1956,16.9,3rd Owner,Jaipur,5,Poor,True,390000
Maruti Suzuki,Wagon R,LXi,2019,CNG,Automatic,72607,948,24.2,3rd Owner,Lucknow,5,Fair,False,150000
Skoda,Octavia,L&K,2017,Petrol,Automatic,83038,2034,15.5,4+ Owners,Mumbai,5,Good,False,595000
Audi,A4,40 TFSI Premium,2020,Petrol,Automatic,75306,1934,18.5,3rd Owner,Kochi,5,Fair,True,1535000
Skoda,Octavia,L&K,2013,Petrol,Automatic,145670,2034,16.1,2nd Owner,Mumbai,5,Fair,True,365000
MG,Hector,Sharp Pro,2023,Petrol,Automatic,45804,1906,16.8,3rd Owner,Bengaluru,5,Fair,True,735000
Kia,Carens,Luxury,2021,Petrol,Automatic,52722,1497,15.6,4+ Owners,Kochi,7,Poor,False,350000
Maruti Suzuki,Wagon R,VXi,2023,Petrol,Automatic,20441,1048,26.2,1st Owner,Bengaluru,5,Poor,True,300000
Renault,Triber,RXT,2015,Petrol,Manual,84010,1049,19.3,2nd Owner,Pune,7,Fair,True,120000
Audi,A6,45 TFSI Premium Plus,2013,Petrol,Automatic,175250,1984,13.5,4+ Owners,Kolkata,5,Fair,False,620000
Hyundai,Alcazar,Platinum,2014,Diesel,Automatic,173360,1443,16.6,2nd Owner,Lucknow,7,Fair,False,350000
Mercedes-Benz,E-Class,E 220d,2022,Diesel,Automatic,39636,1943,16.4,4+ Owners,Mumbai,5,Fair,False,2665000
Mercedes-Benz,E-Class,E 220d,2020,Diesel,Automatic,69211,1943,13.8,4+ Owners,Hyderabad,5,Excellent,False,2300000
Audi,Q3,35 TDI Quattro,2023,Petrol,Automatic,27210,1934,15.7,2nd Owner,Chennai,5,Good,False,2730000
Audi,A6,45 TFSI Technology,2019,Petrol,Automatic,59373,1934,14.0,2nd Owner,Hyderabad,5,Poor,True,1660000
Skoda,Octavia,Style,2015,Petrol,Automatic,147902,1934,16.4,4+ Owners,Pune,5,Fair,False,350000
Skoda,Kushaq,Monte Carlo,2020,Petrol,Automatic,46229,1498,17.9,3rd Owner,Hyderabad,5,Excellent,True,515000
BMW,3 Series,330i M Sport,2021,Petrol,Automatic,36554,1995,16.4,3rd Owner,Pune,5,Poor,True,1505000
Skoda,Slavia,Style,2017,Petrol,Automatic,88879,1448,19.6,1st Owner,Vadodara,5,Poor,False,350000
Honda,Civic,ZX,2014,Petrol,Automatic,78939,1849,15.3,1st Owner,Bengaluru,5,Poor,True,350000
Tata,Nexon,Fearless,2013,Diesel,Automatic,83740,1149,17.3,2nd Owner,Hyderabad,5,Poor,True,120000
Tata,Safari,Pure,2016,Diesel,Automatic,113210,1906,15.5,3rd Owner,Mumbai,7,Poor,False,350000
Skoda,Octavia,L&K,2021,Petrol,Automatic,59520,2034,15.6,4+ Owners,Kolkata,5,Good,True,1055000
Audi,Q3,35 TDI Quattro,2014,Diesel,Automatic,135587,2034,16.8,3rd Owner,Kolkata,5,Excellent,False,650000
Hyundai,Grand i10 Nios,Asta,2022,Petrol,Automatic,42675,1147,20.1,2nd Owner,Delhi,5,Excellent,False,330000
Volkswagen,Virtus,Comfortline,2015,Petrol,Automatic,74117,1498,18.7,4+ Owners,Delhi,5,Fair,False,350000
Mercedes-Benz,GLC,GLC 220d,2024,Petrol,Automatic,30069,2043,13.4,2nd Owner,Hyderabad,5,Fair,False,3745000
Skoda,Kushaq,Style,2019,Petrol,Automatic,44634,1498,18.6,4+ Owners,Chennai,5,Excellent,True,380000
Tata,Altroz,XT,2020,Petrol,Automatic,85152,1149,18.9,4+ Owners,Pune,5,Poor,True,165000
BMW,X1,sDrive20d,2023,Diesel,Automatic,27473,1995,17.7,2nd Owner,Surat,5,Excellent,True,2840000
Hyundai,Verna,SX,2024,Diesel,Manual,19143,1447,18.0,4+ Owners,Lucknow,5,Fair,True,535000
MG,Astor,Super,2022,Petrol,Automatic,29212,1448,14.2,4+ Owners,Lucknow,5,Poor,False,350000
BMW,3 Series,330i M Sport,2024,Diesel,Automatic,18675,1995,16.8,1st Owner,Ahmedabad,5,Excellent,False,3840000
Maruti Suzuki,Brezza,VXi,2014,Petrol,Automatic,86808,1412,19.0,3rd Owner,Lucknow,5,Fair,False,130000
Maruti Suzuki,Ertiga,VXi,2024,CNG,Automatic,17853,1512,22.0,2nd Owner,Jaipur,7,Poor,False,515000
Honda,Amaze,E,2015,Petrol,Automatic,73623,1249,19.6,1st Owner,Jaipur,5,Good,False,175000
Volkswagen,Virtus,GT Plus,2019,Petrol,Automatic,46963,1448,20.1,4+ Owners,Hyderabad,5,Fair,True,350000
Maruti Suzuki,Brezza,VXi,2015,Petrol,Automatic,160725,1412,21.0,2nd Owner,Surat,5,Poor,False,130000
Kia,Sonet,HTX,2022,Petrol,Manual,58495,1247,17.1,2nd Owner,Vadodara,5,Fair,False,370000
Hyundai,Verna,SX,2013,Petrol,Manual,131988,1447,18.5,4+ Owners,Pune,5,Poor,False,350000
Mercedes-Benz,E-Class,E 220d,2014,Diesel,Automatic,166353,1993,14.2,3rd Owner,Surat,5,Poor,False,745000
Mercedes-Benz,C-Class,C 300d,2015,Diesel,Automatic,133998,1943,16.3,1st Owner,Mumbai,5,Good,False,1145000
Tata,Tiago,XT,2018,Petrol,Manual,84255,1249,19.3,4+ Owners,Kolkata,5,Good,True,130000
Skoda,Slavia,Style,2013,Petrol,Automatic,129187,1448,17.8,3rd Owner,Chennai,5,Poor,True,350000
Volkswagen,Taigun,Highline,2015,Petrol,Manual,86896,1548,18.6,4+ Owners,Jaipur,5,Poor,False,350000
Tata,Tiago,XE,2017,Petrol,Automatic,96079,1199,20.0,4+ Owners,Ahmedabad,5,Excellent,True,120000
Skoda,Kushaq,Active,2013,Petrol,Automatic,127197,1498,17.0,1st Owner,Pune,5,Excellent,True,350000
